shelter_id,address,lat,lon
258,서울특별시 서초구 신반포로15길 28  (반포동),37.505098,126.9948882
259,서울특별시 서초구 신반포로 127  (반포동),37.5043682,126.9982517
260,서울특별시 서초구 신반포로 127  (반포동),37.5043895,126.9982544
261,서울특별시 서초구 신반포로15길 28 (반포동),37.5050769,126.994826
262,서울특별시 서초구 신반포로 195 (반포쇼핑타운),37.50659,127.005266
263,서울특별시 서초구 신반포로23길 48  (잠원동),37.5093407,127.0035705
264,서울특별시 서초구 신반포로23길 48  (잠원동),37.5093531,127.0032854
265,서울특별시 서초구 신반포로33길 22 (잠원동),37.509979,127.0109761
266,서울특별시 서초구 신반포로23길 78 (잠원동),37.5120789,127.0055541
267,서울특별시 서초구 사평대로 154 (현대동궁아파트),37.500415,127.002125
268,서울특별시 서초구 사평대로28길 70 (반포동),37.4974546,127.0003062
269,서울특별시 서초구 사평대로26길 9-14 (반포동),37.4996293,126.9994709
270,서울특별시 서초구 동광로 65 (방배빌딩),37.492875,126.989646
271,서울특별시 서초구 동광로1길 112 (롯데캐슬헤론),37.49695,126.984519
272,서울특별시 서초구 방배중앙로 159-6,37.493331,126.9859304
273,서울특별시 서초구 동광로19길 38 (방배동),37.4941178,126.9888264
274,서울특별시 서초구 방배로15길 56,37.483285,126.992846
275,서울특별시 서초구 방배로19길 67 (방배 브라운가 아파트 102동),37.483534,126.992007
276,서울특별시 서초구 방배로 40 (방배동),37.4784478,126.9999906
277,서울특별시 서초구 방배중앙로 118,37.489725,126.987729
278,서울특별시 서초구 동광로 12-1,37.490737,126.984209
279,서울특별시 서초구 방배천로 158,37.489222,126.987295
280,서울특별시 서초구 방배로27길 9 (덕산빌딩),37.489717,126.991638
281,,37.490571,126.986791
282,서울특별시 서초구 서초대로1길 34 (방배2차현대홈타운 상가),37.490242,126.983982
283,서울특별시 서초구 서초대로1길 30 (방배1차현대아파트 부대복리시설),37.488353,126.983886
284,서울특별시 서초구 방배로 173 (방배동),37.4889889,126.9922382
285,서울특별시 서초구 방배중앙로19길 4 (방배동),37.4899572,126.9869113
286,서울특별시 서초구 바우뫼로 43 (바우뫼복지문화센터),37.471758,127.026885
287,서울특별시 서초구 양재대로2길 90 (서초힐스),37.456361,127.016797
288,서울특별시 서초구 양재대로2길 33 (호반써밋서초파크),37.458156,127.02304
289,서울특별시 서초구 강남대로 201 (서초구민회관),37.481709,127.035861
290,서울특별시 서초구 바우뫼로18길 20 (양재리본타워1단지 102동),37.473206,127.032552
291,서울특별시 서초구 태봉로2길 10 (서초네이처힐7단지 701동),37.461847,127.023153
292,서울특별시 서초구 바우뫼로 91 (우성아파트 노인정),37.476271,127.030138
293,서울특별시 서초구 양재대로2길 11 (호반써밋서초파크뷰 주민복지관1),37.458926,127.025138
294,서울특별시 서초구 양재대로2길 34 (엘에이치서초3단지 301동),37.458585,127.02208
295,서울특별시 서초구 형촌길 35 (서초네이처힐1단지),37.463695,127.02001
296,서울특별시 서초구 양재대로2길 109 (서초호반써밋 102동),37.456532,127.013154
297,서울특별시 서초구 태봉로2길 30 (서초네이처힐6단지 603동),37.461378,127.026544
298,,37.457648,127.012666
299,서울특별시 서초구 남부순환로 2610 (양재동),37.484545,127.0362023
300,서울특별시 서초구 양재천로 33 (양재동),37.4736916,127.0335764
301,서울특별시 서초구 바우뫼로7길 84 (우면동),37.4735552,127.0244818
302,"서울특별시 서초구 바우뫼로7길 11 (우면동, 우면주공아파트)",37.4702685,127.0242356
303,서울특별시 서초구 송동길 27 (우면동),37.4601697,127.0171256
304,서울특별시 서초구 바우뫼로4길 6 (우면동),37.4694165,127.025483
305,서울특별시 서초구 바우뫼로41길 72-9,37.4838555,127.040532
306,서울특별시 서초구 바우뫼로 41 (우면동),37.4716377,127.0266883
307,서울특별시 서초구 강남대로30길 73-7 (양재동),37.4830294,127.040791
308,서울특별시 서초구 바우뫼로41길 72-9 (양재동),37.483832,127.0404925
309,서울특별시 서초구 강남대로18길 5,37.472067,127.039149
310,,37.476117,127.041707
311,,37.442979,127.057642
312,서울특별시 서초구 매헌로16길 40 (양재리본타워2단지 202동),37.464853,127.036157
313,서울특별시 서초구 새원3길 8 (원지동),37.4538968,127.0499728
314,서울특별시 서초구 강남대로12길 44 (양재동),37.470657,127.0412121
315,서울특별시 서초구 매헌로6길 58 (양재동),37.4662508,127.0355057
316,서울특별시 서초구 동산로12길 8 (양재동),37.4713541,127.0450651
317,서울특별시 서초구 헌릉로8길 60 (서초더샵포레),37.452,127.063784
318,서울특별시 서초구 염곡말길 9 (내곡동종합시설),37.461946,127.051251
319,,37.452635,127.051199
320,서울특별시 서초구 염곡말길 9 (내곡동종합시설),37.461864,127.050855
321,서울특별시 서초구 헌인릉1길 42 (내곡동),37.464374,127.085411
